numeric__RAM_GB,numeric__Storage_GB,numeric__Battery_mAh,numeric__Charging_W,numeric__Screen_Size_Inches,numeric__Resolution_Width,numeric__Resolution_Height,numeric__Refresh_Rate_Hz,numeric__Rear_Camera_MP,numeric__Front_Camera_MP,numeric__Processor_Speed_GHz,numeric__Cores,numeric__Has_3G,numeric__Has_4G,numeric__Has_5G,numeric__Has_VoLTE,numeric__Has_WiFi,numeric__Has_NFC,numeric__External_Memory_Supported,numeric__Android_Version,numeric__FM_Radio,numeric__Resolution_Megapixels,numeric__Total_Camera_MP,numeric__Battery_per_Screen_Inch,numeric__Storage_per_RAM_GB,numeric__Resolution_Aspect_Ratio,Price_Category_Encoded
12.0,256.0,6500.0,120.0,6.82,1440.0,3168.0,144.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,4.56192,100.0,953.0791788856304,21.333333333333332,0.45454545454545453,2
6.0,128.0,5500.0,45.0,6.67,720.0,1600.0,120.0,50.0,8.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.152,58.0,824.5877061469265,21.333333333333332,0.45,0
12.0,256.0,5000.0,33.0,6.67,1080.0,2400.0,120.0,50.0,32.0,2.3,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,82.0,749.6251874062968,21.333333333333332,0.45,1
12.0,256.0,5500.0,68.0,6.7,1220.0,2712.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,3.30864,82.0,820.8955223880597,21.333333333333332,0.4498525073746313,1
4.0,128.0,6000.0,15.0,6.5,720.0,1600.0,90.0,48.0,8.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,1.152,56.0,923.0769230769231,32.0,0.45,0
8.0,128.0,5000.0,33.0,6.78,2400.0,1200.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,0.0,2.88,66.0,737.4631268436578,16.0,2.0,0
8.0,256.0,4685.0,45.0,6.9,1320.0,2868.0,120.0,48.0,12.0,4.05,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,3.78576,60.0,678.9855072463768,32.0,0.4602510460251046,2
8.0,256.0,7000.0,80.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.3,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,2.592,66.0,1049.4752623688155,32.0,0.45,1
12.0,256.0,7000.0,120.0,6.78,1260.0,2800.0,144.0,50.0,32.0,3.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.528,82.0,1032.448377581121,21.333333333333332,0.45,2
6.0,128.0,5500.0,45.0,6.78,1080.0,2436.0,144.0,64.0,13.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.63088,77.0,811.2094395280236,21.333333333333332,0.4433497536945813,0
6.0,128.0,5000.0,25.0,6.74,1080.0,2340.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.5272,82.0,741.8397626112759,21.333333333333332,0.46153846153846156,1
8.0,256.0,6500.0,100.0,6.7,1220.0,2712.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.30864,100.0,970.1492537313433,32.0,0.4498525073746313,2
12.0,256.0,6000.0,100.0,6.82,1440.0,3168.0,120.0,50.0,32.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,4.56192,82.0,879.7653958944281,21.333333333333332,0.45454545454545453,2
12.0,256.0,7000.0,120.0,6.78,1260.0,2800.0,120.0,50.0,16.0,3.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.528,66.0,1032.448377581121,21.333333333333332,0.45,1
4.0,64.0,5000.0,45.0,6.75,720.0,1600.0,120.0,50.0,5.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,0.0,1.152,55.0,740.7407407407408,16.0,0.45,0
8.0,128.0,5000.0,45.0,6.7,1080.0,2400.0,120.0,50.0,50.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.592,100.0,746.2686567164179,16.0,0.45,1
8.0,256.0,4700.0,67.0,6.55,1236.0,2750.0,120.0,50.0,16.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.399,66.0,717.557251908397,32.0,0.44945454545454544,2
8.0,256.0,5500.0,120.0,6.78,1264.0,2780.0,120.0,50.0,32.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,3.51392,82.0,811.2094395280236,32.0,0.4546762589928058,1
12.0,256.0,4000.0,25.0,6.2,1080.0,2340.0,120.0,50.0,12.0,4.47,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,2.5272,62.0,645.1612903225806,21.333333333333332,0.46153846153846156,2
8.0,128.0,5000.0,50.0,6.77,1080.0,2392.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.58336,100.0,738.5524372230428,16.0,0.451505016722408,1
4.0,128.0,5000.0,20.0,6.5,720.0,1600.0,120.0,50.0,16.0,2.3,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,1.152,66.0,769.2307692307693,32.0,0.45,0
8.0,128.0,5000.0,80.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.592,66.0,749.6251874062968,16.0,0.45,1
8.0,128.0,5000.0,25.0,6.7,1080.0,2340.0,90.0,50.0,13.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.5272,63.0,746.2686567164179,16.0,0.46153846153846156,1
12.0,256.0,6000.0,90.0,6.7,1220.0,2712.0,120.0,50.0,50.0,3.35,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.30864,100.0,895.5223880597015,21.333333333333332,0.4498525073746313,2
6.0,128.0,6000.0,15.0,6.74,720.0,1600.0,90.0,50.0,5.0,2.4,7.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,1.152,55.0,890.2077151335311,21.333333333333332,0.45,0
8.0,128.0,5000.0,45.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,66.0,749.6251874062968,16.0,0.45,0
12.0,256.0,6000.0,90.0,6.67,1440.0,3200.0,120.0,50.0,20.0,3.3,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,4.608,70.0,899.5502248875563,21.333333333333332,0.45,2
8.0,256.0,5000.0,90.0,6.67,1220.0,2712.0,120.0,50.0,20.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,3.30864,70.0,749.6251874062968,32.0,0.4498525073746313,1
8.0,128.0,5500.0,45.0,6.67,1220.0,2712.0,120.0,50.0,20.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.30864,70.0,824.5877061469265,16.0,0.4498525073746313,1
6.0,128.0,6000.0,15.0,6.67,720.0,1604.0,120.0,32.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.15488,40.0,899.5502248875563,21.333333333333332,0.4488778054862843,0
16.0,512.0,6000.0,80.0,6.78,1264.0,2780.0,120.0,50.0,16.0,3.3,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.51392,66.0,884.9557522123894,32.0,0.4546762589928058,2
8.0,256.0,5500.0,100.0,6.74,1240.0,2772.0,120.0,50.0,16.0,2.8,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.43728,66.0,816.0237388724036,32.0,0.44733044733044736,1
4.0,128.0,5100.0,45.0,6.67,720.0,1612.0,120.0,50.0,8.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,0.0,1.16064,58.0,764.6176911544228,32.0,0.4466501240694789,0
8.0,256.0,5000.0,18.0,6.75,720.0,1600.0,120.0,50.0,8.0,2.6,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.152,58.0,740.7407407407408,32.0,0.45,0
8.0,128.0,6000.0,80.0,6.83,1272.0,2800.0,120.0,50.0,16.0,3.35,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,3.5616,66.0,878.4773060029282,16.0,0.4542857142857143,1
8.0,256.0,6000.0,80.0,6.82,1080.0,2400.0,144.0,108.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,0.0,2.592,140.0,879.7653958944281,32.0,0.45,1
16.0,512.0,6000.0,90.0,6.78,1260.0,2800.0,120.0,200.0,32.0,3.63,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.528,232.0,884.9557522123894,32.0,0.45,2
8.0,256.0,4310.0,68.0,6.4,1220.0,2712.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.30864,82.0,673.4375,32.0,0.4498525073746313,1
8.0,128.0,5000.0,45.0,6.7,1080.0,2340.0,120.0,50.0,12.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,2.5272,62.0,746.2686567164179,16.0,0.46153846153846156,2
8.0,128.0,6000.0,80.0,6.7,1080.0,2412.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,2.60496,66.0,895.5223880597015,16.0,0.44776119402985076,1
12.0,256.0,5200.0,100.0,6.78,1080.0,2436.0,144.0,50.0,32.0,3.35,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.63088,82.0,766.9616519174041,21.333333333333332,0.4433497536945813,2
4.0,64.0,5160.0,18.0,6.88,720.0,1640.0,120.0,50.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,0.0,1.1808,55.0,750.0,16.0,0.43902439024390244,0
8.0,256.0,7300.0,90.0,6.77,1080.0,2392.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.58336,82.0,1078.2865583456426,32.0,0.451505016722408,1
8.0,256.0,5110.0,45.0,6.67,1080.0,2400.0,120.0,50.0,20.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.592,70.0,766.1169415292354,32.0,0.45,1
4.0,128.0,5000.0,18.0,6.72,1080.0,2400.0,120.0,50.0,16.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,66.0,744.047619047619,32.0,0.45,0
8.0,256.0,5000.0,50.0,6.7,1084.0,2412.0,120.0,50.0,50.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,2.614608,100.0,746.2686567164179,32.0,0.4494195688225539,1
6.0,128.0,6000.0,45.0,6.72,1080.0,2400.0,120.0,50.0,8.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.592,58.0,892.8571428571429,21.333333333333332,0.45,0
8.0,128.0,5500.0,80.0,6.77,1080.0,2392.0,120.0,50.0,16.0,2.63,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.58336,66.0,812.4076809453471,16.0,0.451505016722408,1
12.0,256.0,4900.0,45.0,6.7,1440.0,3120.0,120.0,50.0,12.0,3.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,4.4928,62.0,731.3432835820895,21.333333333333332,0.46153846153846156,2
4.0,128.0,3240.0,45.0,6.1,1170.0,2532.0,120.0,12.0,12.0,3.22,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.96244,24.0,531.1475409836066,32.0,0.46208530805687204,2
8.0,128.0,5500.0,80.0,6.77,1080.0,2392.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,2.58336,100.0,812.4076809453471,16.0,0.451505016722408,1
6.0,128.0,5030.0,33.0,6.79,1080.0,2460.0,120.0,108.0,13.0,2.3,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.6568,121.0,740.7952871870398,21.333333333333332,0.43902439024390244,0
12.0,256.0,5000.0,80.0,6.7,1080.0,2412.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.60496,100.0,746.2686567164179,21.333333333333332,0.44776119402985076,1
16.0,512.0,5000.0,120.0,6.73,1080.0,2448.0,165.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,0.0,2.64384,82.0,742.9420505200594,32.0,0.4411764705882353,2
12.0,256.0,5500.0,45.0,6.78,1224.0,2720.0,144.0,108.0,13.0,3.35,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,0.0,3.32928,121.0,811.2094395280236,21.333333333333332,0.45,1
8.0,256.0,5500.0,120.0,6.78,1080.0,2412.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.0,2.60496,100.0,811.2094395280236,32.0,0.44776119402985076,1
6.0,128.0,5160.0,18.0,6.88,720.0,1640.0,120.0,50.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,0.0,1.1808,55.0,750.0,21.333333333333332,0.43902439024390244,0
4.0,128.0,5800.0,25.0,6.7,720.0,1600.0,90.0,50.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,0.0,1.152,58.0,865.6716417910447,32.0,0.45,0
12.0,256.0,6550.0,90.0,6.67,1220.0,2712.0,120.0,50.0,20.0,3.25,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.30864,70.0,982.0089955022489,21.333333333333332,0.4498525073746313,1
12.0,256.0,5000.0,18.0,6.78,1080.0,2406.0,120.0,108.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0,2.59848,116.0,737.4631268436578,21.333333333333332,0.4488778054862843,0
8.0,256.0,6000.0,45.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.3,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,2.592,66.0,899.5502248875563,32.0,0.45,1
12.0,256.0,5800.0,80.0,6.83,1272.0,2800.0,120.0,50.0,50.0,3.35,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.5616,100.0,849.194729136164,21.333333333333332,0.4542857142857143,2
8.0,128.0,5000.0,45.0,6.7,1084.0,2412.0,120.0,50.0,32.0,2.8,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,2.614608,82.0,746.2686567164179,16.0,0.4494195688225539,1
4.0,128.0,6000.0,44.0,6.72,1080.0,2408.0,120.0,50.0,8.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.60064,58.0,892.8571428571429,32.0,0.4485049833887043,0
8.0,256.0,7000.0,120.0,6.78,1260.0,2800.0,144.0,50.0,32.0,3.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.528,82.0,1032.448377581121,32.0,0.45,2
6.0,128.0,5000.0,25.0,6.7,1080.0,2340.0,90.0,50.0,13.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.5272,63.0,746.2686567164179,21.333333333333332,0.46153846153846156,0
8.0,128.0,4005.0,45.0,6.1,1170.0,2532.0,120.0,48.0,12.0,4.04,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,2.96244,60.0,656.5573770491803,16.0,0.46208530805687204,2
4.0,64.0,5160.0,18.0,6.88,720.0,1650.0,120.0,50.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,0.0,1.188,55.0,750.0,16.0,0.43636363636363634,0
8.0,128.0,5800.0,45.0,6.67,720.0,1604.0,120.0,50.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,1.15488,58.0,869.5652173913044,16.0,0.4488778054862843,1
8.0,256.0,4700.0,25.0,6.7,1080.0,2340.0,120.0,50.0,10.0,3.11,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.5272,60.0,701.4925373134328,32.0,0.46153846153846156,2
8.0,256.0,4700.0,80.0,6.67,1220.0,2712.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.30864,82.0,704.6476761619191,32.0,0.4498525073746313,1
8.0,128.0,5000.0,80.0,6.67,1080.0,2400.0,120.0,50.0,32.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,82.0,749.6251874062968,16.0,0.45,1
12.0,256.0,4400.0,25.0,8.2,2224.0,2488.0,120.0,200.0,16.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,5.533312,216.0,536.5853658536586,21.333333333333332,0.8938906752411575,2
8.0,256.0,5000.0,67.0,6.7,1080.0,2412.0,120.0,64.0,8.0,2.6,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,2.60496,72.0,746.2686567164179,32.0,0.44776119402985076,1
16.0,512.0,5410.0,90.0,6.73,1440.0,3200.0,120.0,50.0,32.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,4.608,82.0,803.8632986627042,32.0,0.45,2
8.0,128.0,6700.0,67.0,6.82,1080.0,2408.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.0,2.60064,82.0,982.4046920821114,16.0,0.4485049833887043,1
8.0,128.0,5600.0,90.0,6.77,1080.0,2392.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.58336,100.0,827.178729689808,16.0,0.451505016722408,1
8.0,256.0,5200.0,30.0,6.72,1080.0,2400.0,120.0,50.0,32.0,2.6,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.592,82.0,773.8095238095239,32.0,0.45,1
4.0,128.0,5000.0,25.0,6.74,720.0,1600.0,90.0,50.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.152,58.0,741.8397626112759,32.0,0.45,0
12.0,256.0,5400.0,100.0,6.82,1440.0,3168.0,120.0,64.0,32.0,3.3,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,4.56192,96.0,791.7888563049853,21.333333333333332,0.45454545454545453,2
8.0,256.0,5000.0,67.0,6.67,1220.0,2712.0,120.0,64.0,16.0,3.35,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.30864,80.0,749.6251874062968,32.0,0.4498525073746313,1
12.0,128.0,5003.0,30.0,6.71,1440.0,3120.0,120.0,50.0,11.1,2.8,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,4.4928,61.1,745.6035767511178,10.666666666666666,0.46153846153846156,2
8.0,256.0,5500.0,100.0,6.78,1080.0,2400.0,120.0,50.0,32.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.592,82.0,811.2094395280236,32.0,0.45,1
8.0,128.0,5000.0,45.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,66.0,749.6251874062968,16.0,0.45,0
8.0,128.0,5030.0,33.0,6.79,1080.0,2460.0,120.0,108.0,13.0,2.3,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.6568,121.0,740.7952871870398,16.0,0.43902439024390244,0
6.0,128.0,5500.0,45.0,6.78,1080.0,2436.0,144.0,64.0,13.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.63088,77.0,811.2094395280236,21.333333333333332,0.4433497536945813,1
12.0,512.0,4700.0,67.0,6.55,1236.0,2750.0,120.0,50.0,16.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.399,66.0,717.557251908397,42.666666666666664,0.44945454545454544,2
12.0,256.0,5100.0,67.0,6.67,1220.0,2712.0,120.0,64.0,16.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0,3.30864,80.0,764.6176911544228,21.333333333333332,0.4498525073746313,1
16.0,512.0,7000.0,120.0,6.78,1264.0,2780.0,120.0,50.0,32.0,3.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.51392,82.0,1032.448377581121,32.0,0.4546762589928058,2
8.0,256.0,5100.0,23.0,6.3,1080.0,2424.0,120.0,48.0,13.0,3.1,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.61792,61.0,809.5238095238095,32.0,0.44554455445544555,2
8.0,128.0,5000.0,45.0,6.74,1080.0,2340.0,120.0,50.0,12.0,2.7,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,2.5272,62.0,741.8397626112759,16.0,0.46153846153846156,1
8.0,256.0,5000.0,68.0,6.67,1220.0,2712.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.30864,82.0,749.6251874062968,32.0,0.4498525073746313,1
8.0,128.0,3582.0,45.0,6.3,1206.0,2622.0,120.0,48.0,12.0,4.05,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,3.162132,60.0,568.5714285714286,16.0,0.459954233409611,2
12.0,512.0,5850.0,80.0,6.32,1216.0,2640.0,120.0,50.0,32.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.21024,82.0,925.632911392405,42.666666666666664,0.46060606060606063,2
12.0,256.0,7300.0,90.0,6.77,1080.0,2392.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.58336,82.0,1078.2865583456426,21.333333333333332,0.451505016722408,1
8.0,256.0,6500.0,44.0,6.72,1080.0,2408.0,120.0,50.0,8.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,2.60064,58.0,967.2619047619048,32.0,0.4485049833887043,1
8.0,128.0,5000.0,45.0,6.67,1080.0,2400.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,82.0,749.6251874062968,16.0,0.45,1
6.0,128.0,5500.0,15.0,6.68,720.0,1608.0,90.0,50.0,5.0,1.8,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0,0.0,1.15776,55.0,823.3532934131737,21.333333333333332,0.44776119402985076,0
8.0,128.0,3000.0,45.0,6.1,1200.0,2600.0,120.0,12.0,24.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,26.0,0.0,3.12,36.0,491.80327868852464,16.0,0.46153846153846156,2
8.0,128.0,5200.0,80.0,6.7,1080.0,2412.0,120.0,50.0,32.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,2.60496,82.0,776.1194029850747,16.0,0.44776119402985076,1
8.0,256.0,6000.0,100.0,6.82,1080.0,2436.0,144.0,200.0,32.0,2.6,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0,2.63088,232.0,879.7653958944281,32.0,0.4433497536945813,1
12.0,512.0,5240.0,90.0,6.36,1200.0,2670.0,120.0,50.0,32.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.204,82.0,823.8993710691824,42.666666666666664,0.449438202247191,2
8.0,128.0,5100.0,67.0,6.67,1220.0,2712.0,120.0,200.0,16.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0,3.30864,216.0,764.6176911544228,16.0,0.4498525073746313,1
12.0,256.0,6000.0,80.0,6.55,1264.0,2736.0,120.0,200.0,50.0,2.63,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.458304,250.0,916.0305343511451,21.333333333333332,0.4619883040935672,2
12.0,512.0,6550.0,90.0,6.67,1220.0,2712.0,120.0,50.0,20.0,3.25,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.30864,70.0,982.0089955022489,42.666666666666664,0.4498525073746313,2
12.0,256.0,6500.0,120.0,6.82,1260.0,2800.0,120.0,200.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.528,250.0,953.0791788856304,21.333333333333332,0.45,2
8.0,128.0,5000.0,45.0,6.72,1080.0,2340.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.5272,100.0,744.047619047619,16.0,0.46153846153846156,2
8.0,128.0,6000.0,25.0,6.6,1080.0,2340.0,120.0,50.0,13.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.5272,63.0,909.0909090909091,16.0,0.46153846153846156,1
12.0,256.0,5800.0,90.0,6.67,1260.0,2800.0,120.0,50.0,32.0,3.63,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.528,82.0,869.5652173913044,21.333333333333332,0.45,2
8.0,256.0,5000.0,240.0,6.78,1080.0,2400.0,165.0,200.0,60.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.592,260.0,737.4631268436578,32.0,0.45,2
12.0,256.0,7200.0,100.0,6.8,1280.0,2800.0,144.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.584,66.0,1058.8235294117646,21.333333333333332,0.45714285714285713,1
12.0,256.0,6700.0,100.0,6.83,1272.0,2800.0,144.0,50.0,16.0,3.63,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.5616,66.0,980.9663250366032,21.333333333333332,0.4542857142857143,1
8.0,256.0,7000.0,120.0,6.8,1280.0,2800.0,120.0,50.0,32.0,3.25,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.584,82.0,1029.4117647058824,32.0,0.45714285714285713,2
16.0,512.0,6000.0,120.0,6.82,1440.0,3168.0,144.0,50.0,32.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,4.56192,82.0,879.7653958944281,32.0,0.45454545454545453,2
4.0,128.0,5500.0,44.0,6.68,720.0,1608.0,120.0,50.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,1.15776,58.0,823.3532934131737,32.0,0.44776119402985076,0
